param n := 100 ;
param m := 10 ;
param D := 
[1,1]    0	[1,2]    0	[1,3]    3	[1,4]    4	[1,5]    7	[1,6]    9	[1,7]    2	[1,8]    2	[1,9]    4	[1,10]    1	[1,11]    7	[1,12]    9	[1,13]    9	[1,14]    5	[1,15]    1	[1,16]    9	[1,17]    9	[1,18]    5	[1,19]    7	[1,20]    1	[1,21]    4	[1,22]    3	[1,23]    9	[1,24]    0	[1,25]    2	[1,26]    4	[1,27]    2	[1,28]    9	[1,29]    3	[1,30]    6	[1,31]    6	[1,32]    7	[1,33]    3	[1,34]    8	[1,35]    7	[1,36]    5	[1,37]    9	[1,38]    7	[1,39]    0	[1,40]    1	[1,41]    1	[1,42]    2	[1,43]    4	[1,44]    3	[1,45]    5	[1,46]    2	[1,47]    0	[1,48]    4	[1,49]    5	[1,50]    5	[1,51]    7	[1,52]    4	[1,53]    3	[1,54]    4	[1,55]    2	[1,56]    5	[1,57]    4	[1,58]    1	[1,59]    6	[1,60]    5	[1,61]    7	[1,62]    7	[1,63]    7	[1,64]    7	[1,65]    8	[1,66]    7	[1,67]    9	[1,68]    8	[1,69]    5	[1,70]    8	[1,71]    3	[1,72]    5	[1,73]    7	[1,74]    7	[1,75]    0	[1,76]    8	[1,77]    3	[1,78]    2	[1,79]    9	[1,80]    2	[1,81]    9	[1,82]    1	[1,83]    5	[1,84]    0	[1,85]    6	[1,86]    9	[1,87]    6	[1,88]    3	[1,89]    0	[1,90]    9	[1,91]    2	[1,92]    8	[1,93]    1	[1,94]    0	[1,95]    0	[1,96]    0	[1,97]    1	[1,98]    2	[1,99]    3	[1,100]    4	
[2,1]    0	[2,2]    0	[2,3]    2	[2,4]    5	[2,5]    4	[2,6]    7	[2,7]    1	[2,8]    3	[2,9]    2	[2,10]    6	[2,11]    6	[2,12]    2	[2,13]    1	[2,14]    1	[2,15]    6	[2,16]    1	[2,17]    4	[2,18]    2	[2,19]    3	[2,20]    3	[2,21]    8	[2,22]    4	[2,23]    8	[2,24]    2	[2,25]    2	[2,26]    5	[2,27]    6	[2,28]    1	[2,29]    9	[2,30]    7	[2,31]    4	[2,32]    6	[2,33]    4	[2,34]    5	[2,35]    0	[2,36]    9	[2,37]    9	[2,38]    3	[2,39]    7	[2,40]    2	[2,41]    9	[2,42]    1	[2,43]    2	[2,44]    6	[2,45]    8	[2,46]    0	[2,47]    9	[2,48]    2	[2,49]    4	[2,50]    7	[2,51]    7	[2,52]    8	[2,53]    9	[2,54]    6	[2,55]    3	[2,56]    3	[2,57]    8	[2,58]    9	[2,59]    2	[2,60]    0	[2,61]    3	[2,62]    2	[2,63]    7	[2,64]    2	[2,65]    7	[2,66]    9	[2,67]    1	[2,68]    8	[2,69]    2	[2,70]    0	[2,71]    2	[2,72]    7	[2,73]    7	[2,74]    7	[2,75]    1	[2,76]    6	[2,77]    0	[2,78]    5	[2,79]    2	[2,80]    5	[2,81]    5	[2,82]    5	[2,83]    9	[2,84]    1	[2,85]    8	[2,86]    2	[2,87]    0	[2,88]    7	[2,89]    7	[2,90]    7	[2,91]    9	[2,92]    6	[2,93]    4	[2,94]    2	[2,95]    9	[2,96]    6	[2,97]    0	[2,98]    6	[2,99]    0	[2,100]    8	
[3,1]    3	[3,2]    2	[3,3]    0	[3,4]    1	[3,5]    9	[3,6]    0	[3,7]    8	[3,8]    2	[3,9]    8	[3,10]    0	[3,11]    1	[3,12]    6	[3,13]    8	[3,14]    0	[3,15]    8	[3,16]    0	[3,17]    7	[3,18]    4	[3,19]    0	[3,20]    5	[3,21]    2	[3,22]    4	[3,23]    0	[3,24]    7	[3,25]    9	[3,26]    9	[3,27]    0	[3,28]    0	[3,29]    7	[3,30]    5	[3,31]    9	[3,32]    3	[3,33]    9	[3,34]    1	[3,35]    9	[3,36]    9	[3,37]    5	[3,38]    8	[3,39]    9	[3,40]    0	[3,41]    0	[3,42]    9	[3,43]    0	[3,44]    5	[3,45]    7	[3,46]    5	[3,47]    2	[3,48]    4	[3,49]    8	[3,50]    2	[3,51]    3	[3,52]    9	[3,53]    9	[3,54]    1	[3,55]    8	[3,56]    7	[3,57]    4	[3,58]    0	[3,59]    0	[3,60]    3	[3,61]    4	[3,62]    0	[3,63]    9	[3,64]    9	[3,65]    0	[3,66]    2	[3,67]    4	[3,68]    7	[3,69]    2	[3,70]    9	[3,71]    1	[3,72]    8	[3,73]    9	[3,74]    0	[3,75]    1	[3,76]    6	[3,77]    0	[3,78]    6	[3,79]    1	[3,80]    7	[3,81]    1	[3,82]    9	[3,83]    4	[3,84]    8	[3,85]    5	[3,86]    7	[3,87]    3	[3,88]    0	[3,89]    4	[3,90]    6	[3,91]    5	[3,92]    1	[3,93]    4	[3,94]    6	[3,95]    7	[3,96]    3	[3,97]    3	[3,98]    1	[3,99]    2	[3,100]    9	
[4,1]    4	[4,2]    5	[4,3]    1	[4,4]    0	[4,5]    4	[4,6]    0	[4,7]    0	[4,8]    8	[4,9]    6	[4,10]    7	[4,11]    3	[4,12]    8	[4,13]    1	[4,14]    1	[4,15]    3	[4,16]    5	[4,17]    8	[4,18]    0	[4,19]    2	[4,20]    1	[4,21]    8	[4,22]    2	[4,23]    5	[4,24]    7	[4,25]    3	[4,26]    7	[4,27]    1	[4,28]    3	[4,29]    4	[4,30]    9	[4,31]    6	[4,32]    2	[4,33]    9	[4,34]    2	[4,35]    3	[4,36]    1	[4,37]    6	[4,38]    6	[4,39]    7	[4,40]    9	[4,41]    5	[4,42]    1	[4,43]    3	[4,44]    4	[4,45]    4	[4,46]    2	[4,47]    4	[4,48]    6	[4,49]    0	[4,50]    1	[4,51]    5	[4,52]    9	[4,53]    4	[4,54]    1	[4,55]    5	[4,56]    9	[4,57]    1	[4,58]    7	[4,59]    6	[4,60]    2	[4,61]    9	[4,62]    1	[4,63]    3	[4,64]    4	[4,65]    5	[4,66]    4	[4,67]    6	[4,68]    1	[4,69]    2	[4,70]    7	[4,71]    4	[4,72]    6	[4,73]    9	[4,74]    1	[4,75]    1	[4,76]    7	[4,77]    3	[4,78]    2	[4,79]    0	[4,80]    9	[4,81]    5	[4,82]    7	[4,83]    7	[4,84]    2	[4,85]    9	[4,86]    6	[4,87]    0	[4,88]    5	[4,89]    3	[4,90]    2	[4,91]    4	[4,92]    9	[4,93]    6	[4,94]    2	[4,95]    1	[4,96]    3	[4,97]    0	[4,98]    6	[4,99]    1	[4,100]    1	
[5,1]    7	[5,2]    4	[5,3]    9	[5,4]    4	[5,5]    0	[5,6]    9	[5,7]    2	[5,8]    1	[5,9]    4	[5,10]    4	[5,11]    0	[5,12]    7	[5,13]    1	[5,14]    4	[5,15]    3	[5,16]    8	[5,17]    4	[5,18]    0	[5,19]    8	[5,20]    5	[5,21]    1	[5,22]    6	[5,23]    1	[5,24]    8	[5,25]    6	[5,26]    9	[5,27]    3	[5,28]    9	[5,29]    8	[5,30]    0	[5,31]    8	[5,32]    2	[5,33]    2	[5,34]    8	[5,35]    8	[5,36]    0	[5,37]    5	[5,38]    4	[5,39]    8	[5,40]    3	[5,41]    5	[5,42]    7	[5,43]    6	[5,44]    4	[5,45]    7	[5,46]    1	[5,47]    7	[5,48]    6	[5,49]    2	[5,50]    0	[5,51]    5	[5,52]    3	[5,53]    1	[5,54]    7	[5,55]    2	[5,56]    9	[5,57]    2	[5,58]    0	[5,59]    8	[5,60]    5	[5,61]    4	[5,62]    3	[5,63]    5	[5,64]    8	[5,65]    3	[5,66]    5	[5,67]    7	[5,68]    0	[5,69]    2	[5,70]    3	[5,71]    9	[5,72]    2	[5,73]    9	[5,74]    6	[5,75]    4	[5,76]    7	[5,77]    9	[5,78]    5	[5,79]    7	[5,80]    4	[5,81]    9	[5,82]    5	[5,83]    6	[5,84]    2	[5,85]    6	[5,86]    2	[5,87]    0	[5,88]    6	[5,89]    0	[5,90]    2	[5,91]    0	[5,92]    6	[5,93]    3	[5,94]    3	[5,95]    8	[5,96]    5	[5,97]    2	[5,98]    6	[5,99]    2	[5,100]    9	
[6,1]    9	[6,2]    7	[6,3]    0	[6,4]    0	[6,5]    9	[6,6]    0	[6,7]    8	[6,8]    0	[6,9]    3	[6,10]    6	[6,11]    1	[6,12]    1	[6,13]    7	[6,14]    1	[6,15]    7	[6,16]    1	[6,17]    3	[6,18]    3	[6,19]    3	[6,20]    2	[6,21]    1	[6,22]    6	[6,23]    9	[6,24]    2	[6,25]    9	[6,26]    6	[6,27]    6	[6,28]    0	[6,29]    2	[6,30]    1	[6,31]    9	[6,32]    8	[6,33]    6	[6,34]    6	[6,35]    9	[6,36]    8	[6,37]    7	[6,38]    5	[6,39]    6	[6,40]    5	[6,41]    4	[6,42]    9	[6,43]    2	[6,44]    1	[6,45]    0	[6,46]    9	[6,47]    3	[6,48]    9	[6,49]    8	[6,50]    8	[6,51]    1	[6,52]    8	[6,53]    9	[6,54]    1	[6,55]    5	[6,56]    5	[6,57]    8	[6,58]    5	[6,59]    8	[6,60]    2	[6,61]    4	[6,62]    9	[6,63]    2	[6,64]    9	[6,65]    9	[6,66]    2	[6,67]    1	[6,68]    4	[6,69]    3	[6,70]    9	[6,71]    6	[6,72]    3	[6,73]    5	[6,74]    8	[6,75]    9	[6,76]    0	[6,77]    4	[6,78]    3	[6,79]    0	[6,80]    6	[6,81]    4	[6,82]    1	[6,83]    6	[6,84]    5	[6,85]    2	[6,86]    7	[6,87]    4	[6,88]    2	[6,89]    7	[6,90]    6	[6,91]    1	[6,92]    7	[6,93]    5	[6,94]    1	[6,95]    3	[6,96]    4	[6,97]    5	[6,98]    5	[6,99]    0	[6,100]    9	
[7,1]    2	[7,2]    1	[7,3]    8	[7,4]    0	[7,5]    2	[7,6]    8	[7,7]    0	[7,8]    2	[7,9]    1	[7,10]    4	[7,11]    0	[7,12]    9	[7,13]    2	[7,14]    7	[7,15]    0	[7,16]    7	[7,17]    6	[7,18]    9	[7,19]    7	[7,20]    6	[7,21]    0	[7,22]    6	[7,23]    1	[7,24]    6	[7,25]    1	[7,26]    1	[7,27]    5	[7,28]    9	[7,29]    3	[7,30]    6	[7,31]    9	[7,32]    6	[7,33]    2	[7,34]    9	[7,35]    0	[7,36]    5	[7,37]    1	[7,38]    4	[7,39]    3	[7,40]    6	[7,41]    2	[7,42]    3	[7,43]    1	[7,44]    7	[7,45]    9	[7,46]    3	[7,47]    9	[7,48]    1	[7,49]    3	[7,50]    1	[7,51]    8	[7,52]    6	[7,53]    5	[7,54]    7	[7,55]    9	[7,56]    3	[7,57]    2	[7,58]    1	[7,59]    6	[7,60]    8	[7,61]    4	[7,62]    6	[7,63]    6	[7,64]    8	[7,65]    4	[7,66]    2	[7,67]    1	[7,68]    8	[7,69]    8	[7,70]    8	[7,71]    4	[7,72]    1	[7,73]    5	[7,74]    5	[7,75]    9	[7,76]    0	[7,77]    1	[7,78]    7	[7,79]    0	[7,80]    6	[7,81]    7	[7,82]    2	[7,83]    5	[7,84]    3	[7,85]    4	[7,86]    3	[7,87]    8	[7,88]    8	[7,89]    9	[7,90]    4	[7,91]    3	[7,92]    2	[7,93]    9	[7,94]    0	[7,95]    7	[7,96]    0	[7,97]    9	[7,98]    9	[7,99]    2	[7,100]    5	
[8,1]    2	[8,2]    3	[8,3]    2	[8,4]    8	[8,5]    1	[8,6]    0	[8,7]    2	[8,8]    0	[8,9]    3	[8,10]    9	[8,11]    4	[8,12]    6	[8,13]    5	[8,14]    7	[8,15]    6	[8,16]    4	[8,17]    0	[8,18]    8	[8,19]    3	[8,20]    3	[8,21]    4	[8,22]    9	[8,23]    1	[8,24]    8	[8,25]    3	[8,26]    4	[8,27]    5	[8,28]    1	[8,29]    2	[8,30]    6	[8,31]    3	[8,32]    7	[8,33]    9	[8,34]    0	[8,35]    5	[8,36]    6	[8,37]    0	[8,38]    5	[8,39]    7	[8,40]    4	[8,41]    8	[8,42]    0	[8,43]    9	[8,44]    2	[8,45]    9	[8,46]    0	[8,47]    2	[8,48]    7	[8,49]    3	[8,50]    5	[8,51]    2	[8,52]    5	[8,53]    0	[8,54]    5	[8,55]    8	[8,56]    9	[8,57]    3	[8,58]    8	[8,59]    7	[8,60]    7	[8,61]    2	[8,62]    5	[8,63]    0	[8,64]    4	[8,65]    0	[8,66]    6	[8,67]    1	[8,68]    4	[8,69]    6	[8,70]    6	[8,71]    6	[8,72]    9	[8,73]    4	[8,74]    1	[8,75]    7	[8,76]    0	[8,77]    3	[8,78]    5	[8,79]    7	[8,80]    5	[8,81]    7	[8,82]    0	[8,83]    1	[8,84]    8	[8,85]    9	[8,86]    1	[8,87]    8	[8,88]    9	[8,89]    1	[8,90]    7	[8,91]    3	[8,92]    0	[8,93]    8	[8,94]    9	[8,95]    3	[8,96]    6	[8,97]    8	[8,98]    2	[8,99]    8	[8,100]    2	
[9,1]    4	[9,2]    2	[9,3]    8	[9,4]    6	[9,5]    4	[9,6]    3	[9,7]    1	[9,8]    3	[9,9]    0	[9,10]    9	[9,11]    0	[9,12]    8	[9,13]    1	[9,14]    1	[9,15]    2	[9,16]    3	[9,17]    9	[9,18]    1	[9,19]    6	[9,20]    8	[9,21]    2	[9,22]    6	[9,23]    0	[9,24]    8	[9,25]    6	[9,26]    7	[9,27]    0	[9,28]    5	[9,29]    3	[9,30]    0	[9,31]    5	[9,32]    5	[9,33]    0	[9,34]    1	[9,35]    9	[9,36]    3	[9,37]    1	[9,38]    5	[9,39]    5	[9,40]    8	[9,41]    4	[9,42]    3	[9,43]    1	[9,44]    1	[9,45]    7	[9,46]    0	[9,47]    1	[9,48]    8	[9,49]    9	[9,50]    7	[9,51]    5	[9,52]    0	[9,53]    5	[9,54]    2	[9,55]    3	[9,56]    5	[9,57]    6	[9,58]    1	[9,59]    2	[9,60]    1	[9,61]    8	[9,62]    4	[9,63]    4	[9,64]    0	[9,65]    3	[9,66]    8	[9,67]    8	[9,68]    2	[9,69]    9	[9,70]    2	[9,71]    7	[9,72]    4	[9,73]    2	[9,74]    4	[9,75]    5	[9,76]    7	[9,77]    5	[9,78]    4	[9,79]    6	[9,80]    0	[9,81]    6	[9,82]    2	[9,83]    8	[9,84]    3	[9,85]    3	[9,86]    3	[9,87]    9	[9,88]    2	[9,89]    2	[9,90]    5	[9,91]    6	[9,92]    4	[9,93]    1	[9,94]    1	[9,95]    0	[9,96]    7	[9,97]    4	[9,98]    8	[9,99]    4	[9,100]    5	
[10,1]    1	[10,2]    6	[10,3]    0	[10,4]    7	[10,5]    4	[10,6]    6	[10,7]    4	[10,8]    9	[10,9]    9	[10,10]    0	[10,11]    0	[10,12]    2	[10,13]    9	[10,14]    4	[10,15]    7	[10,16]    9	[10,17]    7	[10,18]    5	[10,19]    8	[10,20]    2	[10,21]    0	[10,22]    4	[10,23]    5	[10,24]    2	[10,25]    5	[10,26]    0	[10,27]    0	[10,28]    4	[10,29]    5	[10,30]    3	[10,31]    0	[10,32]    7	[10,33]    2	[10,34]    1	[10,35]    3	[10,36]    8	[10,37]    5	[10,38]    1	[10,39]    1	[10,40]    3	[10,41]    5	[10,42]    4	[10,43]    4	[10,44]    2	[10,45]    9	[10,46]    5	[10,47]    6	[10,48]    7	[10,49]    0	[10,50]    0	[10,51]    2	[10,52]    2	[10,53]    0	[10,54]    6	[10,55]    5	[10,56]    1	[10,57]    7	[10,58]    2	[10,59]    2	[10,60]    3	[10,61]    8	[10,62]    0	[10,63]    5	[10,64]    4	[10,65]    0	[10,66]    6	[10,67]    3	[10,68]    1	[10,69]    6	[10,70]    4	[10,71]    4	[10,72]    2	[10,73]    4	[10,74]    8	[10,75]    0	[10,76]    4	[10,77]    3	[10,78]    7	[10,79]    0	[10,80]    1	[10,81]    2	[10,82]    1	[10,83]    1	[10,84]    6	[10,85]    5	[10,86]    4	[10,87]    3	[10,88]    9	[10,89]    8	[10,90]    4	[10,91]    5	[10,92]    7	[10,93]    5	[10,94]    2	[10,95]    7	[10,96]    7	[10,97]    5	[10,98]    6	[10,99]    0	[10,100]    2	
