param n := 100 ;
param m := 40 ;
param D := 
[1,1]    0	[1,2]    4	[1,3]    3	[1,4]    7	[1,5]    3	[1,6]    5	[1,7]    9	[1,8]    5	[1,9]    9	[1,10]    5	[1,11]    6	[1,12]    4	[1,13]    8	[1,14]    3	[1,15]    6	[1,16]    9	[1,17]    9	[1,18]    2	[1,19]    6	[1,20]    3	[1,21]    4	[1,22]    7	[1,23]    9	[1,24]    7	[1,25]    3	[1,26]    9	[1,27]    5	[1,28]    8	[1,29]    6	[1,30]    4	[1,31]    0	[1,32]    3	[1,33]    1	[1,34]    9	[1,35]    6	[1,36]    7	[1,37]    5	[1,38]    2	[1,39]    4	[1,40]    6	[1,41]    9	[1,42]    0	[1,43]    4	[1,44]    2	[1,45]    3	[1,46]    3	[1,47]    8	[1,48]    0	[1,49]    8	[1,50]    8	[1,51]    6	[1,52]    5	[1,53]    1	[1,54]    6	[1,55]    1	[1,56]    7	[1,57]    1	[1,58]    1	[1,59]    8	[1,60]    2	[1,61]    2	[1,62]    7	[1,63]    0	[1,64]    8	[1,65]    6	[1,66]    6	[1,67]    6	[1,68]    4	[1,69]    1	[1,70]    6	[1,71]    6	[1,72]    1	[1,73]    5	[1,74]    0	[1,75]    7	[1,76]    9	[1,77]    0	[1,78]    3	[1,79]    6	[1,80]    4	[1,81]    2	[1,82]    0	[1,83]    9	[1,84]    6	[1,85]    3	[1,86]    2	[1,87]    4	[1,88]    7	[1,89]    6	[1,90]    1	[1,91]    8	[1,92]    2	[1,93]    7	[1,94]    3	[1,95]    5	[1,96]    0	[1,97]    8	[1,98]    0	[1,99]    6	[1,100]    2	
[2,1]    4	[2,2]    0	[2,3]    4	[2,4]    1	[2,5]    3	[2,6]    3	[2,7]    4	[2,8]    8	[2,9]    6	[2,10]    7	[2,11]    2	[2,12]    6	[2,13]    1	[2,14]    1	[2,15]    9	[2,16]    1	[2,17]    2	[2,18]    5	[2,19]    1	[2,20]    3	[2,21]    4	[2,22]    9	[2,23]    7	[2,24]    9	[2,25]    8	[2,26]    0	[2,27]    2	[2,28]    2	[2,29]    1	[2,30]    9	[2,31]    0	[2,32]    7	[2,33]    5	[2,34]    4	[2,35]    4	[2,36]    0	[2,37]    8	[2,38]    0	[2,39]    0	[2,40]    1	[2,41]    0	[2,42]    4	[2,43]    8	[2,44]    4	[2,45]    4	[2,46]    5	[2,47]    9	[2,48]    3	[2,49]    6	[2,50]    4	[2,51]    4	[2,52]    2	[2,53]    7	[2,54]    7	[2,55]    2	[2,56]    3	[2,57]    3	[2,58]    3	[2,59]    1	[2,60]    7	[2,61]    2	[2,62]    8	[2,63]    2	[2,64]    8	[2,65]    1	[2,66]    8	[2,67]    1	[2,68]    0	[2,69]    7	[2,70]    6	[2,71]    2	[2,72]    9	[2,73]    9	[2,74]    8	[2,75]    4	[2,76]    3	[2,77]    3	[2,78]    5	[2,79]    2	[2,80]    0	[2,81]    7	[2,82]    2	[2,83]    5	[2,84]    3	[2,85]    7	[2,86]    4	[2,87]    3	[2,88]    2	[2,89]    1	[2,90]    9	[2,91]    8	[2,92]    6	[2,93]    3	[2,94]    9	[2,95]    2	[2,96]    6	[2,97]    5	[2,98]    1	[2,99]    9	[2,100]    3	
[3,1]    3	[3,2]    4	[3,3]    0	[3,4]    7	[3,5]    1	[3,6]    2	[3,7]    5	[3,8]    4	[3,9]    1	[3,10]    2	[3,11]    5	[3,12]    2	[3,13]    2	[3,14]    4	[3,15]    5	[3,16]    9	[3,17]    4	[3,18]    3	[3,19]    1	[3,20]    5	[3,21]    0	[3,22]    8	[3,23]    7	[3,24]    6	[3,25]    2	[3,26]    5	[3,27]    6	[3,28]    6	[3,29]    7	[3,30]    1	[3,31]    5	[3,32]    4	[3,33]    2	[3,34]    8	[3,35]    0	[3,36]    7	[3,37]    6	[3,38]    4	[3,39]    5	[3,40]    3	[3,41]    1	[3,42]    5	[3,43]    4	[3,44]    2	[3,45]    0	[3,46]    9	[3,47]    5	[3,48]    2	[3,49]    4	[3,50]    0	[3,51]    9	[3,52]    7	[3,53]    2	[3,54]    8	[3,55]    5	[3,56]    9	[3,57]    1	[3,58]    7	[3,59]    7	[3,60]    9	[3,61]    8	[3,62]    3	[3,63]    9	[3,64]    6	[3,65]    3	[3,66]    4	[3,67]    2	[3,68]    8	[3,69]    8	[3,70]    0	[3,71]    5	[3,72]    0	[3,73]    2	[3,74]    2	[3,75]    3	[3,76]    3	[3,77]    3	[3,78]    0	[3,79]    3	[3,80]    8	[3,81]    7	[3,82]    2	[3,83]    3	[3,84]    5	[3,85]    7	[3,86]    4	[3,87]    3	[3,88]    4	[3,89]    3	[3,90]    5	[3,91]    2	[3,92]    9	[3,93]    3	[3,94]    7	[3,95]    2	[3,96]    9	[3,97]    3	[3,98]    5	[3,99]    6	[3,100]    3	
[4,1]    7	[4,2]    1	[4,3]    7	[4,4]    0	[4,5]    7	[4,6]    3	[4,7]    5	[4,8]    7	[4,9]    6	[4,10]    1	[4,11]    5	[4,12]    2	[4,13]    8	[4,14]    3	[4,15]    6	[4,16]    7	[4,17]    7	[4,18]    0	[4,19]    4	[4,20]    7	[4,21]    3	[4,22]    0	[4,23]    1	[4,24]    3	[4,25]    9	[4,26]    9	[4,27]    2	[4,28]    9	[4,29]    9	[4,30]    0	[4,31]    3	[4,32]    0	[4,33]    6	[4,34]    5	[4,35]    5	[4,36]    8	[4,37]    2	[4,38]    9	[4,39]    0	[4,40]    1	[4,41]    2	[4,42]    8	[4,43]    8	[4,44]    4	[4,45]    3	[4,46]    6	[4,47]    5	[4,48]    2	[4,49]    0	[4,50]    1	[4,51]    5	[4,52]    9	[4,53]    5	[4,54]    0	[4,55]    8	[4,56]    1	[4,57]    9	[4,58]    8	[4,59]    4	[4,60]    6	[4,61]    3	[4,62]    4	[4,63]    5	[4,64]    7	[4,65]    3	[4,66]    5	[4,67]    7	[4,68]    9	[4,69]    4	[4,70]    2	[4,71]    7	[4,72]    6	[4,73]    7	[4,74]    5	[4,75]    1	[4,76]    8	[4,77]    6	[4,78]    9	[4,79]    9	[4,80]    5	[4,81]    9	[4,82]    6	[4,83]    0	[4,84]    0	[4,85]    4	[4,86]    8	[4,87]    8	[4,88]    9	[4,89]    8	[4,90]    7	[4,91]    1	[4,92]    6	[4,93]    2	[4,94]    8	[4,95]    1	[4,96]    3	[4,97]    0	[4,98]    4	[4,99]    0	[4,100]    3	
[5,1]    3	[5,2]    3	[5,3]    1	[5,4]    7	[5,5]    0	[5,6]    4	[5,7]    3	[5,8]    4	[5,9]    8	[5,10]    1	[5,11]    0	[5,12]    7	[5,13]    4	[5,14]    8	[5,15]    5	[5,16]    1	[5,17]    9	[5,18]    4	[5,19]    9	[5,20]    0	[5,21]    8	[5,22]    1	[5,23]    2	[5,24]    2	[5,25]    6	[5,26]    0	[5,27]    6	[5,28]    6	[5,29]    5	[5,30]    7	[5,31]    6	[5,32]    4	[5,33]    4	[5,34]    4	[5,35]    2	[5,36]    6	[5,37]    7	[5,38]    0	[5,39]    6	[5,40]    7	[5,41]    7	[5,42]    8	[5,43]    9	[5,44]    4	[5,45]    6	[5,46]    5	[5,47]    4	[5,48]    8	[5,49]    5	[5,50]    1	[5,51]    3	[5,52]    2	[5,53]    6	[5,54]    9	[5,55]    7	[5,56]    9	[5,57]    0	[5,58]    0	[5,59]    2	[5,60]    5	[5,61]    9	[5,62]    4	[5,63]    7	[5,64]    9	[5,65]    6	[5,66]    1	[5,67]    5	[5,68]    8	[5,69]    3	[5,70]    7	[5,71]    9	[5,72]    7	[5,73]    3	[5,74]    5	[5,75]    0	[5,76]    6	[5,77]    3	[5,78]    0	[5,79]    6	[5,80]    1	[5,81]    5	[5,82]    6	[5,83]    2	[5,84]    2	[5,85]    7	[5,86]    1	[5,87]    9	[5,88]    1	[5,89]    3	[5,90]    3	[5,91]    6	[5,92]    2	[5,93]    4	[5,94]    9	[5,95]    4	[5,96]    6	[5,97]    1	[5,98]    6	[5,99]    3	[5,100]    2	
[6,1]    5	[6,2]    3	[6,3]    2	[6,4]    3	[6,5]    4	[6,6]    0	[6,7]    1	[6,8]    1	[6,9]    6	[6,10]    0	[6,11]    6	[6,12]    8	[6,13]    0	[6,14]    9	[6,15]    1	[6,16]    9	[6,17]    7	[6,18]    8	[6,19]    9	[6,20]    8	[6,21]    5	[6,22]    0	[6,23]    5	[6,24]    3	[6,25]    1	[6,26]    5	[6,27]    5	[6,28]    0	[6,29]    4	[6,30]    3	[6,31]    2	[6,32]    2	[6,33]    3	[6,34]    3	[6,35]    0	[6,36]    1	[6,37]    9	[6,38]    4	[6,39]    0	[6,40]    8	[6,41]    7	[6,42]    1	[6,43]    9	[6,44]    7	[6,45]    4	[6,46]    0	[6,47]    0	[6,48]    2	[6,49]    7	[6,50]    5	[6,51]    4	[6,52]    6	[6,53]    4	[6,54]    0	[6,55]    8	[6,56]    8	[6,57]    4	[6,58]    8	[6,59]    4	[6,60]    3	[6,61]    9	[6,62]    3	[6,63]    1	[6,64]    7	[6,65]    4	[6,66]    4	[6,67]    8	[6,68]    6	[6,69]    0	[6,70]    4	[6,71]    2	[6,72]    1	[6,73]    1	[6,74]    0	[6,75]    8	[6,76]    9	[6,77]    4	[6,78]    8	[6,79]    5	[6,80]    2	[6,81]    8	[6,82]    7	[6,83]    6	[6,84]    0	[6,85]    9	[6,86]    1	[6,87]    6	[6,88]    0	[6,89]    0	[6,90]    2	[6,91]    2	[6,92]    9	[6,93]    6	[6,94]    3	[6,95]    0	[6,96]    7	[6,97]    8	[6,98]    1	[6,99]    6	[6,100]    3	
[7,1]    9	[7,2]    4	[7,3]    5	[7,4]    5	[7,5]    3	[7,6]    1	[7,7]    0	[7,8]    9	[7,9]    8	[7,10]    8	[7,11]    1	[7,12]    3	[7,13]    2	[7,14]    7	[7,15]    2	[7,16]    7	[7,17]    9	[7,18]    5	[7,19]    3	[7,20]    5	[7,21]    1	[7,22]    6	[7,23]    6	[7,24]    0	[7,25]    7	[7,26]    4	[7,27]    7	[7,28]    5	[7,29]    8	[7,30]    8	[7,31]    5	[7,32]    4	[7,33]    7	[7,34]    8	[7,35]    2	[7,36]    3	[7,37]    4	[7,38]    9	[7,39]    9	[7,40]    5	[7,41]    6	[7,42]    2	[7,43]    2	[7,44]    5	[7,45]    4	[7,46]    9	[7,47]    1	[7,48]    4	[7,49]    0	[7,50]    1	[7,51]    1	[7,52]    1	[7,53]    7	[7,54]    7	[7,55]    5	[7,56]    4	[7,57]    7	[7,58]    6	[7,59]    7	[7,60]    7	[7,61]    9	[7,62]    9	[7,63]    5	[7,64]    3	[7,65]    9	[7,66]    2	[7,67]    0	[7,68]    4	[7,69]    5	[7,70]    2	[7,71]    4	[7,72]    3	[7,73]    5	[7,74]    1	[7,75]    2	[7,76]    6	[7,77]    2	[7,78]    7	[7,79]    8	[7,80]    6	[7,81]    7	[7,82]    8	[7,83]    0	[7,84]    7	[7,85]    8	[7,86]    2	[7,87]    1	[7,88]    2	[7,89]    3	[7,90]    0	[7,91]    2	[7,92]    6	[7,93]    8	[7,94]    9	[7,95]    9	[7,96]    0	[7,97]    0	[7,98]    5	[7,99]    0	[7,100]    1	
[8,1]    5	[8,2]    8	[8,3]    4	[8,4]    7	[8,5]    4	[8,6]    1	[8,7]    9	[8,8]    0	[8,9]    2	[8,10]    4	[8,11]    4	[8,12]    9	[8,13]    6	[8,14]    0	[8,15]    0	[8,16]    9	[8,17]    7	[8,18]    2	[8,19]    5	[8,20]    1	[8,21]    0	[8,22]    9	[8,23]    3	[8,24]    2	[8,25]    3	[8,26]    1	[8,27]    2	[8,28]    6	[8,29]    6	[8,30]    6	[8,31]    7	[8,32]    1	[8,33]    9	[8,34]    5	[8,35]    0	[8,36]    1	[8,37]    7	[8,38]    8	[8,39]    9	[8,40]    1	[8,41]    1	[8,42]    0	[8,43]    0	[8,44]    7	[8,45]    6	[8,46]    4	[8,47]    9	[8,48]    0	[8,49]    6	[8,50]    6	[8,51]    4	[8,52]    0	[8,53]    8	[8,54]    5	[8,55]    5	[8,56]    2	[8,57]    8	[8,58]    4	[8,59]    0	[8,60]    1	[8,61]    7	[8,62]    2	[8,63]    6	[8,64]    9	[8,65]    6	[8,66]    9	[8,67]    5	[8,68]    1	[8,69]    9	[8,70]    7	[8,71]    6	[8,72]    2	[8,73]    1	[8,74]    1	[8,75]    3	[8,76]    8	[8,77]    0	[8,78]    8	[8,79]    0	[8,80]    5	[8,81]    8	[8,82]    3	[8,83]    7	[8,84]    3	[8,85]    8	[8,86]    7	[8,87]    2	[8,88]    7	[8,89]    5	[8,90]    2	[8,91]    6	[8,92]    7	[8,93]    8	[8,94]    2	[8,95]    6	[8,96]    4	[8,97]    8	[8,98]    5	[8,99]    6	[8,100]    8	
[9,1]    9	[9,2]    6	[9,3]    1	[9,4]    6	[9,5]    8	[9,6]    6	[9,7]    8	[9,8]    2	[9,9]    0	[9,10]    4	[9,11]    2	[9,12]    8	[9,13]    8	[9,14]    7	[9,15]    2	[9,16]    8	[9,17]    2	[9,18]    6	[9,19]    9	[9,20]    4	[9,21]    1	[9,22]    6	[9,23]    2	[9,24]    1	[9,25]    2	[9,26]    7	[9,27]    9	[9,28]    8	[9,29]    8	[9,30]    0	[9,31]    7	[9,32]    2	[9,33]    5	[9,34]    4	[9,35]    4	[9,36]    2	[9,37]    5	[9,38]    8	[9,39]    4	[9,40]    0	[9,41]    6	[9,42]    1	[9,43]    7	[9,44]    6	[9,45]    4	[9,46]    9	[9,47]    2	[9,48]    1	[9,49]    5	[9,50]    7	[9,51]    5	[9,52]    3	[9,53]    2	[9,54]    2	[9,55]    2	[9,56]    0	[9,57]    1	[9,58]    8	[9,59]    2	[9,60]    5	[9,61]    1	[9,62]    0	[9,63]    7	[9,64]    3	[9,65]    0	[9,66]    9	[9,67]    9	[9,68]    5	[9,69]    6	[9,70]    2	[9,71]    8	[9,72]    6	[9,73]    4	[9,74]    8	[9,75]    6	[9,76]    2	[9,77]    8	[9,78]    3	[9,79]    1	[9,80]    0	[9,81]    8	[9,82]    4	[9,83]    9	[9,84]    5	[9,85]    4	[9,86]    6	[9,87]    8	[9,88]    8	[9,89]    2	[9,90]    7	[9,91]    6	[9,92]    6	[9,93]    4	[9,94]    0	[9,95]    2	[9,96]    6	[9,97]    0	[9,98]    8	[9,99]    3	[9,100]    0	
[10,1]    5	[10,2]    7	[10,3]    2	[10,4]    1	[10,5]    1	[10,6]    0	[10,7]    8	[10,8]    4	[10,9]    4	[10,10]    0	[10,11]    6	[10,12]    6	[10,13]    8	[10,14]    5	[10,15]    8	[10,16]    1	[10,17]    2	[10,18]    3	[10,19]    8	[10,20]    7	[10,21]    0	[10,22]    7	[10,23]    5	[10,24]    3	[10,25]    4	[10,26]    1	[10,27]    6	[10,28]    3	[10,29]    2	[10,30]    6	[10,31]    3	[10,32]    4	[10,33]    2	[10,34]    0	[10,35]    2	[10,36]    4	[10,37]    1	[10,38]    5	[10,39]    2	[10,40]    4	[10,41]    7	[10,42]    8	[10,43]    1	[10,44]    1	[10,45]    8	[10,46]    8	[10,47]    8	[10,48]    2	[10,49]    0	[10,50]    8	[10,51]    4	[10,52]    3	[10,53]    0	[10,54]    4	[10,55]    4	[10,56]    0	[10,57]    8	[10,58]    1	[10,59]    8	[10,60]    8	[10,61]    8	[10,62]    7	[10,63]    5	[10,64]    7	[10,65]    2	[10,66]    9	[10,67]    8	[10,68]    4	[10,69]    4	[10,70]    6	[10,71]    7	[10,72]    2	[10,73]    3	[10,74]    1	[10,75]    3	[10,76]    2	[10,77]    6	[10,78]    3	[10,79]    6	[10,80]    8	[10,81]    1	[10,82]    9	[10,83]    6	[10,84]    3	[10,85]    4	[10,86]    1	[10,87]    2	[10,88]    3	[10,89]    2	[10,90]    2	[10,91]    4	[10,92]    7	[10,93]    3	[10,94]    1	[10,95]    3	[10,96]    0	[10,97]    4	[10,98]    3	[10,99]    2	[10,100]    2	
