param n := 100 ;
param m := 20 ;
param D := 
[1,1]    0	[1,2]    9	[1,3]    0	[1,4]    7	[1,5]    1	[1,6]    7	[1,7]    5	[1,8]    6	[1,9]    9	[1,10]    2	[1,11]    2	[1,12]    8	[1,13]    3	[1,14]    3	[1,15]    6	[1,16]    1	[1,17]    0	[1,18]    4	[1,19]    1	[1,20]    2	[1,21]    4	[1,22]    6	[1,23]    9	[1,24]    1	[1,25]    2	[1,26]    8	[1,27]    1	[1,28]    1	[1,29]    8	[1,30]    5	[1,31]    4	[1,32]    8	[1,33]    9	[1,34]    1	[1,35]    7	[1,36]    4	[1,37]    2	[1,38]    1	[1,39]    2	[1,40]    3	[1,41]    7	[1,42]    1	[1,43]    9	[1,44]    5	[1,45]    1	[1,46]    3	[1,47]    4	[1,48]    7	[1,49]    0	[1,50]    1	[1,51]    8	[1,52]    2	[1,53]    8	[1,54]    7	[1,55]    0	[1,56]    9	[1,57]    7	[1,58]    4	[1,59]    3	[1,60]    7	[1,61]    0	[1,62]    0	[1,63]    9	[1,64]    7	[1,65]    3	[1,66]    7	[1,67]    8	[1,68]    0	[1,69]    2	[1,70]    0	[1,71]    7	[1,72]    5	[1,73]    0	[1,74]    7	[1,75]    1	[1,76]    1	[1,77]    4	[1,78]    2	[1,79]    2	[1,80]    6	[1,81]    6	[1,82]    4	[1,83]    3	[1,84]    5	[1,85]    6	[1,86]    8	[1,87]    6	[1,88]    9	[1,89]    1	[1,90]    9	[1,91]    5	[1,92]    7	[1,93]    3	[1,94]    8	[1,95]    3	[1,96]    2	[1,97]    8	[1,98]    3	[1,99]    1	[1,100]    4	
[2,1]    9	[2,2]    0	[2,3]    7	[2,4]    0	[2,5]    0	[2,6]    3	[2,7]    0	[2,8]    1	[2,9]    4	[2,10]    2	[2,11]    7	[2,12]    8	[2,13]    3	[2,14]    1	[2,15]    5	[2,16]    7	[2,17]    6	[2,18]    5	[2,19]    2	[2,20]    2	[2,21]    1	[2,22]    5	[2,23]    6	[2,24]    0	[2,25]    1	[2,26]    2	[2,27]    6	[2,28]    6	[2,29]    6	[2,30]    6	[2,31]    2	[2,32]    9	[2,33]    9	[2,34]    8	[2,35]    8	[2,36]    9	[2,37]    7	[2,38]    8	[2,39]    8	[2,40]    0	[2,41]    8	[2,42]    1	[2,43]    6	[2,44]    8	[2,45]    5	[2,46]    3	[2,47]    0	[2,48]    6	[2,49]    2	[2,50]    9	[2,51]    3	[2,52]    1	[2,53]    8	[2,54]    4	[2,55]    1	[2,56]    1	[2,57]    4	[2,58]    6	[2,59]    5	[2,60]    7	[2,61]    5	[2,62]    1	[2,63]    1	[2,64]    6	[2,65]    2	[2,66]    6	[2,67]    1	[2,68]    8	[2,69]    9	[2,70]    2	[2,71]    1	[2,72]    7	[2,73]    5	[2,74]    3	[2,75]    6	[2,76]    0	[2,77]    6	[2,78]    7	[2,79]    0	[2,80]    8	[2,81]    7	[2,82]    9	[2,83]    5	[2,84]    7	[2,85]    5	[2,86]    8	[2,87]    2	[2,88]    8	[2,89]    8	[2,90]    0	[2,91]    5	[2,92]    9	[2,93]    0	[2,94]    2	[2,95]    3	[2,96]    5	[2,97]    6	[2,98]    4	[2,99]    1	[2,100]    7	
[3,1]    0	[3,2]    7	[3,3]    0	[3,4]    3	[3,5]    0	[3,6]    3	[3,7]    0	[3,8]    8	[3,9]    1	[3,10]    6	[3,11]    0	[3,12]    3	[3,13]    9	[3,14]    3	[3,15]    6	[3,16]    0	[3,17]    9	[3,18]    2	[3,19]    4	[3,20]    4	[3,21]    3	[3,22]    4	[3,23]    9	[3,24]    3	[3,25]    5	[3,26]    0	[3,27]    8	[3,28]    7	[3,29]    4	[3,30]    7	[3,31]    6	[3,32]    3	[3,33]    5	[3,34]    5	[3,35]    0	[3,36]    2	[3,37]    8	[3,38]    0	[3,39]    8	[3,40]    8	[3,41]    2	[3,42]    3	[3,43]    5	[3,44]    2	[3,45]    5	[3,46]    9	[3,47]    9	[3,48]    7	[3,49]    9	[3,50]    3	[3,51]    2	[3,52]    6	[3,53]    7	[3,54]    0	[3,55]    2	[3,56]    7	[3,57]    2	[3,58]    0	[3,59]    2	[3,60]    9	[3,61]    7	[3,62]    5	[3,63]    4	[3,64]    3	[3,65]    9	[3,66]    4	[3,67]    4	[3,68]    8	[3,69]    2	[3,70]    4	[3,71]    1	[3,72]    2	[3,73]    1	[3,74]    3	[3,75]    2	[3,76]    4	[3,77]    7	[3,78]    4	[3,79]    2	[3,80]    5	[3,81]    5	[3,82]    7	[3,83]    9	[3,84]    5	[3,85]    0	[3,86]    5	[3,87]    1	[3,88]    5	[3,89]    2	[3,90]    7	[3,91]    6	[3,92]    7	[3,93]    3	[3,94]    7	[3,95]    2	[3,96]    4	[3,97]    2	[3,98]    5	[3,99]    8	[3,100]    9	
[4,1]    7	[4,2]    0	[4,3]    3	[4,4]    0	[4,5]    5	[4,6]    8	[4,7]    3	[4,8]    9	[4,9]    2	[4,10]    7	[4,11]    8	[4,12]    0	[4,13]    3	[4,14]    5	[4,15]    7	[4,16]    7	[4,17]    1	[4,18]    8	[4,19]    0	[4,20]    0	[4,21]    9	[4,22]    0	[4,23]    2	[4,24]    8	[4,25]    5	[4,26]    8	[4,27]    1	[4,28]    5	[4,29]    1	[4,30]    4	[4,31]    2	[4,32]    4	[4,33]    0	[4,34]    2	[4,35]    3	[4,36]    4	[4,37]    5	[4,38]    6	[4,39]    4	[4,40]    6	[4,41]    8	[4,42]    0	[4,43]    3	[4,44]    2	[4,45]    5	[4,46]    5	[4,47]    3	[4,48]    1	[4,49]    6	[4,50]    3	[4,51]    7	[4,52]    6	[4,53]    9	[4,54]    4	[4,55]    6	[4,56]    1	[4,57]    6	[4,58]    1	[4,59]    6	[4,60]    5	[4,61]    1	[4,62]    4	[4,63]    0	[4,64]    7	[4,65]    9	[4,66]    6	[4,67]    7	[4,68]    0	[4,69]    4	[4,70]    5	[4,71]    5	[4,72]    0	[4,73]    7	[4,74]    4	[4,75]    1	[4,76]    0	[4,77]    8	[4,78]    5	[4,79]    8	[4,80]    0	[4,81]    2	[4,82]    5	[4,83]    3	[4,84]    0	[4,85]    8	[4,86]    1	[4,87]    1	[4,88]    4	[4,89]    9	[4,90]    7	[4,91]    7	[4,92]    8	[4,93]    0	[4,94]    9	[4,95]    8	[4,96]    5	[4,97]    2	[4,98]    8	[4,99]    4	[4,100]    7	
[5,1]    1	[5,2]    0	[5,3]    0	[5,4]    5	[5,5]    0	[5,6]    2	[5,7]    5	[5,8]    5	[5,9]    2	[5,10]    0	[5,11]    3	[5,12]    6	[5,13]    2	[5,14]    7	[5,15]    4	[5,16]    1	[5,17]    8	[5,18]    2	[5,19]    4	[5,20]    9	[5,21]    1	[5,22]    8	[5,23]    3	[5,24]    3	[5,25]    2	[5,26]    0	[5,27]    9	[5,28]    5	[5,29]    4	[5,30]    2	[5,31]    4	[5,32]    3	[5,33]    2	[5,34]    0	[5,35]    1	[5,36]    8	[5,37]    3	[5,38]    9	[5,39]    5	[5,40]    5	[5,41]    5	[5,42]    0	[5,43]    9	[5,44]    8	[5,45]    8	[5,46]    0	[5,47]    3	[5,48]    7	[5,49]    6	[5,50]    5	[5,51]    3	[5,52]    7	[5,53]    2	[5,54]    9	[5,55]    7	[5,56]    7	[5,57]    6	[5,58]    8	[5,59]    8	[5,60]    0	[5,61]    5	[5,62]    8	[5,63]    6	[5,64]    5	[5,65]    0	[5,66]    2	[5,67]    2	[5,68]    5	[5,69]    6	[5,70]    6	[5,71]    1	[5,72]    1	[5,73]    1	[5,74]    2	[5,75]    7	[5,76]    4	[5,77]    0	[5,78]    9	[5,79]    5	[5,80]    0	[5,81]    1	[5,82]    1	[5,83]    0	[5,84]    2	[5,85]    3	[5,86]    9	[5,87]    8	[5,88]    8	[5,89]    4	[5,90]    3	[5,91]    3	[5,92]    1	[5,93]    0	[5,94]    6	[5,95]    2	[5,96]    8	[5,97]    5	[5,98]    6	[5,99]    9	[5,100]    2	
[6,1]    7	[6,2]    3	[6,3]    3	[6,4]    8	[6,5]    2	[6,6]    0	[6,7]    1	[6,8]    6	[6,9]    2	[6,10]    6	[6,11]    0	[6,12]    3	[6,13]    4	[6,14]    4	[6,15]    2	[6,16]    1	[6,17]    0	[6,18]    4	[6,19]    8	[6,20]    4	[6,21]    4	[6,22]    1	[6,23]    8	[6,24]    8	[6,25]    1	[6,26]    1	[6,27]    7	[6,28]    2	[6,29]    6	[6,30]    6	[6,31]    3	[6,32]    1	[6,33]    8	[6,34]    9	[6,35]    7	[6,36]    2	[6,37]    2	[6,38]    1	[6,39]    6	[6,40]    5	[6,41]    0	[6,42]    4	[6,43]    1	[6,44]    7	[6,45]    5	[6,46]    1	[6,47]    4	[6,48]    5	[6,49]    1	[6,50]    1	[6,51]    9	[6,52]    7	[6,53]    9	[6,54]    7	[6,55]    8	[6,56]    0	[6,57]    2	[6,58]    4	[6,59]    7	[6,60]    0	[6,61]    8	[6,62]    6	[6,63]    9	[6,64]    8	[6,65]    7	[6,66]    7	[6,67]    6	[6,68]    0	[6,69]    3	[6,70]    5	[6,71]    7	[6,72]    9	[6,73]    0	[6,74]    6	[6,75]    3	[6,76]    0	[6,77]    8	[6,78]    0	[6,79]    7	[6,80]    0	[6,81]    6	[6,82]    7	[6,83]    6	[6,84]    5	[6,85]    4	[6,86]    7	[6,87]    8	[6,88]    2	[6,89]    8	[6,90]    5	[6,91]    8	[6,92]    8	[6,93]    9	[6,94]    7	[6,95]    2	[6,96]    2	[6,97]    9	[6,98]    9	[6,99]    8	[6,100]    0	
[7,1]    5	[7,2]    0	[7,3]    0	[7,4]    3	[7,5]    5	[7,6]    1	[7,7]    0	[7,8]    5	[7,9]    1	[7,10]    9	[7,11]    7	[7,12]    3	[7,13]    4	[7,14]    4	[7,15]    5	[7,16]    3	[7,17]    3	[7,18]    7	[7,19]    6	[7,20]    6	[7,21]    0	[7,22]    6	[7,23]    8	[7,24]    2	[7,25]    1	[7,26]    5	[7,27]    9	[7,28]    5	[7,29]    8	[7,30]    1	[7,31]    2	[7,32]    7	[7,33]    8	[7,34]    5	[7,35]    4	[7,36]    7	[7,37]    7	[7,38]    9	[7,39]    7	[7,40]    5	[7,41]    4	[7,42]    1	[7,43]    3	[7,44]    7	[7,45]    9	[7,46]    4	[7,47]    1	[7,48]    2	[7,49]    1	[7,50]    7	[7,51]    8	[7,52]    6	[7,53]    9	[7,54]    6	[7,55]    9	[7,56]    0	[7,57]    4	[7,58]    9	[7,59]    0	[7,60]    7	[7,61]    5	[7,62]    3	[7,63]    0	[7,64]    5	[7,65]    7	[7,66]    2	[7,67]    0	[7,68]    5	[7,69]    5	[7,70]    3	[7,71]    1	[7,72]    7	[7,73]    8	[7,74]    9	[7,75]    8	[7,76]    8	[7,77]    4	[7,78]    3	[7,79]    7	[7,80]    1	[7,81]    3	[7,82]    4	[7,83]    5	[7,84]    2	[7,85]    1	[7,86]    4	[7,87]    2	[7,88]    7	[7,89]    8	[7,90]    0	[7,91]    9	[7,92]    8	[7,93]    6	[7,94]    3	[7,95]    6	[7,96]    3	[7,97]    6	[7,98]    0	[7,99]    1	[7,100]    4	
[8,1]    6	[8,2]    1	[8,3]    8	[8,4]    9	[8,5]    5	[8,6]    6	[8,7]    5	[8,8]    0	[8,9]    6	[8,10]    7	[8,11]    7	[8,12]    8	[8,13]    9	[8,14]    3	[8,15]    5	[8,16]    7	[8,17]    6	[8,18]    4	[8,19]    6	[8,20]    9	[8,21]    3	[8,22]    8	[8,23]    9	[8,24]    1	[8,25]    8	[8,26]    0	[8,27]    8	[8,28]    7	[8,29]    8	[8,30]    9	[8,31]    6	[8,32]    3	[8,33]    5	[8,34]    4	[8,35]    1	[8,36]    4	[8,37]    3	[8,38]    1	[8,39]    0	[8,40]    5	[8,41]    0	[8,42]    9	[8,43]    1	[8,44]    3	[8,45]    9	[8,46]    4	[8,47]    0	[8,48]    7	[8,49]    3	[8,50]    0	[8,51]    2	[8,52]    2	[8,53]    6	[8,54]    2	[8,55]    5	[8,56]    7	[8,57]    7	[8,58]    1	[8,59]    8	[8,60]    2	[8,61]    6	[8,62]    0	[8,63]    3	[8,64]    4	[8,65]    1	[8,66]    7	[8,67]    4	[8,68]    1	[8,69]    4	[8,70]    8	[8,71]    7	[8,72]    4	[8,73]    4	[8,74]    1	[8,75]    6	[8,76]    0	[8,77]    7	[8,78]    1	[8,79]    0	[8,80]    7	[8,81]    0	[8,82]    9	[8,83]    1	[8,84]    4	[8,85]    9	[8,86]    7	[8,87]    3	[8,88]    6	[8,89]    2	[8,90]    2	[8,91]    1	[8,92]    9	[8,93]    6	[8,94]    5	[8,95]    5	[8,96]    8	[8,97]    2	[8,98]    8	[8,99]    9	[8,100]    1	
[9,1]    9	[9,2]    4	[9,3]    1	[9,4]    2	[9,5]    2	[9,6]    2	[9,7]    1	[9,8]    6	[9,9]    0	[9,10]    0	[9,11]    3	[9,12]    9	[9,13]    5	[9,14]    2	[9,15]    0	[9,16]    6	[9,17]    9	[9,18]    7	[9,19]    9	[9,20]    5	[9,21]    2	[9,22]    9	[9,23]    8	[9,24]    1	[9,25]    0	[9,26]    6	[9,27]    0	[9,28]    3	[9,29]    6	[9,30]    4	[9,31]    8	[9,32]    5	[9,33]    6	[9,34]    3	[9,35]    6	[9,36]    9	[9,37]    0	[9,38]    4	[9,39]    2	[9,40]    9	[9,41]    0	[9,42]    8	[9,43]    7	[9,44]    2	[9,45]    1	[9,46]    3	[9,47]    0	[9,48]    3	[9,49]    0	[9,50]    9	[9,51]    7	[9,52]    2	[9,53]    8	[9,54]    7	[9,55]    0	[9,56]    9	[9,57]    9	[9,58]    6	[9,59]    1	[9,60]    6	[9,61]    6	[9,62]    8	[9,63]    4	[9,64]    6	[9,65]    5	[9,66]    5	[9,67]    0	[9,68]    4	[9,69]    2	[9,70]    0	[9,71]    9	[9,72]    6	[9,73]    8	[9,74]    5	[9,75]    1	[9,76]    4	[9,77]    4	[9,78]    9	[9,79]    4	[9,80]    5	[9,81]    6	[9,82]    9	[9,83]    2	[9,84]    4	[9,85]    7	[9,86]    3	[9,87]    5	[9,88]    8	[9,89]    4	[9,90]    9	[9,91]    0	[9,92]    9	[9,93]    4	[9,94]    0	[9,95]    4	[9,96]    5	[9,97]    9	[9,98]    7	[9,99]    6	[9,100]    3	
[10,1]    2	[10,2]    2	[10,3]    6	[10,4]    7	[10,5]    0	[10,6]    6	[10,7]    9	[10,8]    7	[10,9]    0	[10,10]    0	[10,11]    4	[10,12]    4	[10,13]    2	[10,14]    8	[10,15]    2	[10,16]    8	[10,17]    5	[10,18]    3	[10,19]    5	[10,20]    2	[10,21]    7	[10,22]    4	[10,23]    7	[10,24]    1	[10,25]    0	[10,26]    6	[10,27]    5	[10,28]    1	[10,29]    0	[10,30]    1	[10,31]    2	[10,32]    0	[10,33]    8	[10,34]    4	[10,35]    1	[10,36]    6	[10,37]    9	[10,38]    0	[10,39]    7	[10,40]    6	[10,41]    2	[10,42]    9	[10,43]    5	[10,44]    2	[10,45]    7	[10,46]    2	[10,47]    7	[10,48]    0	[10,49]    6	[10,50]    5	[10,51]    8	[10,52]    5	[10,53]    2	[10,54]    8	[10,55]    9	[10,56]    7	[10,57]    8	[10,58]    7	[10,59]    1	[10,60]    0	[10,61]    5	[10,62]    9	[10,63]    7	[10,64]    9	[10,65]    2	[10,66]    4	[10,67]    6	[10,68]    6	[10,69]    4	[10,70]    9	[10,71]    4	[10,72]    2	[10,73]    4	[10,74]    4	[10,75]    5	[10,76]    8	[10,77]    0	[10,78]    6	[10,79]    2	[10,80]    5	[10,81]    6	[10,82]    6	[10,83]    2	[10,84]    0	[10,85]    9	[10,86]    9	[10,87]    4	[10,88]    4	[10,89]    8	[10,90]    6	[10,91]    9	[10,92]    8	[10,93]    4	[10,94]    0	[10,95]    3	[10,96]    6	[10,97]    3	[10,98]    3	[10,99]    8	[10,100]    5	
